-0.319485536,-0.021190828
0.012327416,0.090675337
0.021572978,0.174597304
0.033900394,0.286493261
0.062664366,0.389049659
0.070882643,0.485414441
0.10906339,0.547583826
0.204943294,0.622181131
0.236560834,0.676042066
0.243637684,0.740278634
0.251171105,0.808659496
0.364309391,0.868949054
0.418540238,0.946916742
0.643936281,1.087122336
0.735621439,1.21851518
0.930002452,1.331522752
1.02361309,1.483078357
1.403042589,1.597530293
1.679561535,1.690826103
1.936668062,1.769026494
2.348338538,1.864648292
2.7986659,1.940603085
3.109282544,2.005070369
3.532832018,2.079628945
4.286002904,2.149494405
5.253157188,2.228353845
6.37652723,2.275183713
7.555912304,2.347128693
8.731499537,2.384600676
9.906806602,2.419529569
11.08217593,2.455023593
12.25695378,2.485148872
13.42983272,2.498037653
14.60283618,2.512056696
15.77543495,2.522402386
16.94806484,2.533030642
18.12156638,2.551570734
19.29407176,2.561068728
20.46642149,2.569153894
21.6380241,2.570457487
22.8103427,2.578260088
23.98244339,2.58408473
25.15451295,2.589626806
26.32717398,2.600537628
27.49927467,2.60636227
28.67097068,2.60851356
29.84350719,2.618294119
31.01576353,2.625531589
32.18745953,2.627682878
33.36018282,2.639004458
34.53166091,2.639113693
35.70310788,2.639158831
36.87455484,2.639222928
38.04600181,2.639332162
39.2181025,2.640262913
40.39026545,2.6448291
41.56171242,2.650326038
42.73197645,2.651109639
43.90454408,2.651218873
45.07617783,2.651912197
46.24852756,2.655495273
47.42000565,2.659341956
48.59176392,2.659997363
49.76349105,2.660170694
50.9350314,2.662340942
52.10532656,2.662469135
53.27720935,2.662887115
54.44899874,2.66532097
55.62100604,2.666059432
56.79295108,2.667317887
57.96458483,2.671010198
59.13484886,2.671119432
60.30726085,2.671729701
61.47870781,2.67331586
62.6505906,2.674856881
63.8222866,2.67700817
64.99392034,2.678594329
66.16586538,2.682896909
67.33731235,2.683006143
68.50963095,2.690699509
69.68123356,2.692003102
70.85283618,2.693306696
72.02446992,2.694455916
73.19591689,2.69456515
74.36736385,2.694674385
75.53881082,2.69478362
76.71025778,2.694892854
77.88192265,2.69632464
79.05433464,2.704974937
80.22699567,2.707861981
81.39844264,2.71385544
82.5698896,2.71424724
83.74133657,2.714356475
84.91278353,2.714465709
86.0842305,2.714574944
87.25567746,2.714684178
88.42712442,2.714793413
89.59857139,2.714902648
90.77001835,2.715011882
91.94146532,2.715121117
93.11291228,2.715230351
94.28435925,2.715339586
95.45580621,2.715448821
96.62725318,2.715558055
97.79870014,2.71566729
98.97011598,2.715776524
99.60843332,2.715885759
